train-AverageDiscountedReturn,train-EnvExecTime,LossBefore,Time-Optimization,Time-SampleProc,Time-Sampling,Time,train-StdReturn,Itr,n_timesteps,train-MinReturn,train-MaxReturn,ItrTime,train-PolicyExecTime,LossAfter,train-AverageReturn,train-NumTrajs
21.879473673771145,2.5867538452148438,-4.9717573e-06,0.24799895286560059,0.021001338958740234,16.484962224960327,1690.9576156139374,25.78905920915265,99,1000000,-48.27799035525831,125.69311765594125,16.753962516784668,13.646217584609985,-0.014630037,35.400230429188525,100
20.405798645727756,2.6167280673980713,-4.794881e-06,0.25800085067749023,0.022999286651611328,16.492961883544922,1707.7445769309998,25.60028010835147,100,1010000,-42.44507640373898,114.00475275202433,16.773962020874023,13.608281135559082,-0.015531343,33.08770714621781,100
20.322098857954096,2.620161771774292,-4.646578e-06,0.257967472076416,0.027029991149902344,16.4945330619812,1724.5371069908142,24.88584308162004,101,1020000,-30.842674525916163,92.34465526715833,16.77953052520752,13.636193752288818,-0.017496135,33.66964444946998,100
23.72788728004559,2.5365025997161865,-4.4382027e-06,0.24399924278259277,0.027998685836791992,16.423964023590088,1741.2460691928864,25.8914404672502,102,1030000,-41.55098375835126,99.44769312267826,16.695961952209473,13.607944965362549,-0.016252626,38.889196602391316,100
20.736272736862755,2.580721139907837,-4.238106e-06,0.24700069427490234,0.01996898651123047,16.429994344711304,1757.9580323696136,24.887167941113248,103,1040000,-53.6538145647687,88.85739485859887,16.698964595794678,13.529031038284302,-0.015784703,33.4070700498311,100
23.66435956109883,2.540642738342285,-4.0778937e-06,0.254000186920166,0.02696084976196289,16.590705156326294,1774.842698097229,26.532714710226042,104,1050000,-28.8913718721386,93.12971828449177,16.871666193008423,13.795494318008423,-0.011813748,39.717020792235736,100
21.747389088204546,2.546109676361084,-3.9056754e-06,0.25300002098083496,0.021966218948364258,16.516359567642212,1791.6480252742767,26.800500182615245,105,1060000,-44.64321733003408,93.09662813561094,16.7923264503479,13.707444190979004,-0.014390245,35.33214773605107,100
22.85955677780076,2.498399257659912,-3.7792872e-06,0.2519984245300293,0.02697443962097168,16.537989616394043,1808.4809877872467,25.712328220847954,106,1070000,-19.580078746896085,105.86818102836338,16.817962884902954,13.793161630630493,-0.014339034,37.56261712657068,100
22.275684154437787,2.5254757404327393,-3.625331e-06,0.25696706771850586,0.025998592376708984,16.585935831069946,1825.3638892173767,29.662241935586696,107,1080000,-27.913790993118447,113.65828980614342,16.86990261077881,13.808180332183838,-0.019107625,37.11781298660363,100
21.64936647406335,2.5204198360443115,-3.4837126e-06,0.24700069427490234,0.021969318389892578,16.540578842163086,1842.1874377727509,25.4486073376977,108,1090000,-16.547662791962182,109.52781410605152,16.80954885482788,13.744622230529785,-0.016481863,35.22652165420899,100
23.919871739746483,2.5416007041931152,-3.3937822e-06,0.24899935722351074,0.020998239517211914,16.442673444747925,1858.9151089191437,26.94806114447976,109,1100000,-38.83197349925672,96.26580261184867,16.714671850204468,13.643494606018066,-0.017157715,40.843409416112024,100
22.28570062805037,2.5587124824523926,-3.3069514e-06,0.2480001449584961,0.029999732971191406,16.42296528816223,1875.629073858261,25.13328794134526,110,1110000,-24.31230211273203,101.28611596306361,16.70096516609192,13.60211968421936,-0.013515769,36.946663285330786,100
20.671355261509362,2.577777147293091,-3.1653237e-06,0.2539997100830078,0.024997949600219727,16.412965536117554,1892.3350355625153,23.36601205861413,111,1120000,-34.43461844569877,95.72692283411712,16.69196319580078,13.596415758132935,-0.014962117,33.762184274481804,100
22.03322467760955,2.5099828243255615,-3.0299163e-06,0.24899935722351074,0.02199864387512207,16.4394371509552,1909.0594427585602,22.870005122403484,112,1130000,-26.08012751549268,98.6937247713692,16.711406230926514,13.66655945777893,-0.013160731,35.951239009824526,100
22.115753147834283,2.484204053878784,-2.9333437e-06,0.2539999485015869,0.0279996395111084,16.43096423149109,1925.7874052524567,26.001054418950673,113,1140000,-40.3205333898789,98.53139190109476,16.714963674545288,13.677741765975952,-0.011858676,37.19815046565899,100
26.540638019741667,2.521277904510498,-2.880981e-06,0.24699997901916504,0.02099776268005371,16.56584119796753,1942.636245250702,22.927650021443274,114,1150000,-5.744381983268385,105.94276274932218,16.834839344024658,13.762664079666138,-0.014063584,44.854517491368654,100
21.83259017072427,2.506460428237915,-2.7379738e-06,0.24599790573120117,0.03000187873840332,16.431689739227295,1959.3599348068237,25.536870993407394,115,1160000,-35.22931285143207,107.80383949923126,16.708688974380493,13.659144401550293,-0.01406091,36.328429520985,100
25.734059354941845,2.4435973167419434,-2.56235e-06,0.24499940872192383,0.02596592903137207,16.551575660705566,1976.1964769363403,23.291598444617303,116,1170000,-25.0232973117889,102.48925545371995,16.82354164123535,13.819867134094238,-0.014604884,44.30391861622049,100
26.751783564542702,2.4565889835357666,-2.3938321e-06,0.25499844551086426,0.029001235961914062,16.508240222930908,1993.0017158985138,30.117599734884944,117,1180000,-32.281489530273014,111.45466311223718,16.792239904403687,13.795149564743042,-0.013816872,44.37342388245605,100
27.857369858007996,2.588467597961426,-2.2903691e-06,0.2520005702972412,0.02099752426147461,16.541863441467285,2009.829577445984,28.248685268432585,118,1190000,-12.839971963760307,120.74856504102624,16.814861536026,13.708348035812378,-0.014646247,47.224993808363834,100
27.791906253883454,2.5356225967407227,-2.1706617e-06,0.24700069427490234,0.028966188430786133,16.53190803527832,2026.6504516601562,28.19267469717442,119,1200000,-62.954061009015824,120.12270732424336,16.80787491798401,13.754278421401978,-0.017357143,45.63535819364902,100
26.763838459988403,2.5358216762542725,-2.0441591e-06,0.24696993827819824,0.021004199981689453,16.536905765533447,2043.4693307876587,24.110671241722255,120,1210000,-1.5676023496294522,119.22334307974474,16.805880546569824,13.751755475997925,-0.015605853,45.15780461681656,100
29.499091860496055,2.5457046031951904,-1.8854809e-06,0.25296473503112793,0.02900218963623047,16.503994464874268,2060.269292116165,28.591108115065843,121,1220000,-33.57521255866731,133.7470451912447,16.785961389541626,13.697032690048218,-0.017435836,50.57364186487615,100
31.561234444256716,2.482553005218506,-1.7839669e-06,0.25499677658081055,0.021999120712280273,16.295966386795044,2076.8552556037903,34.037687652869394,122,1230000,-47.0609221645836,132.12417283635068,16.572962284088135,13.526998519897461,-0.018131306,53.35845305643681,100
31.597986348737503,2.601592779159546,-1.6754997e-06,0.25100135803222656,0.022968292236328125,16.48199462890625,2093.6252205371857,28.192846437525045,123,1240000,-17.161092007277357,114.03754667384517,16.756964921951294,13.609575748443604,-0.017824896,52.277513475651766,100
32.79613742660629,2.5663886070251465,-1.5594851e-06,0.25099921226501465,0.024953126907348633,16.38192129135132,2110.297137260437,28.339870994332585,124,1250000,-9.954716202930097,133.74504795563809,16.658918380737305,13.562554121017456,-0.0114060575,55.801060854348826,100
29.962186562455962,2.514502763748169,-1.3788377e-06,0.2619960308074951,0.028970718383789062,16.622950792312622,2127.22505569458,28.70688481258681,125,1260000,-53.676475633249574,110.14086579684853,16.913917541503906,13.806289196014404,-0.009488128,51.573106326990704,100
31.12619810887122,2.528912305831909,-1.2743735e-06,0.2479994297027588,0.027971267700195312,16.459995985031128,2143.9750220775604,25.749243637587703,126,1270000,-23.37736901769909,115.3529932212843,16.736966609954834,13.678542375564575,-0.014067537,51.87424455785967,100
31.800684137505414,2.570063829421997,-1.1468994e-06,0.2500004768371582,0.02599954605102539,16.275965929031372,2160.5399870872498,28.94121132673161,127,1280000,-34.17387356841421,117.01439671186242,16.551965951919556,13.438775777816772,-0.010420676,53.73854416189023,100
31.42294240626591,2.4889495372772217,-9.848702e-07,0.25099682807922363,0.020963668823242188,16.53000283241272,2177.3549506664276,30.09635652972545,128,1290000,-36.45019508837848,119.48878268680721,16.801963329315186,13.788488388061523,-0.009992611,53.37255329630218,100
30.022746505614577,2.4531242847442627,-8.517253e-07,0.24899840354919434,0.027979135513305664,16.474987745285034,2194.119915485382,31.86195271280287,129,1300000,-34.23205488189917,140.4472162812401,16.751965284347534,13.756672859191895,-0.009199678,51.37515351905921,100
33.374930312386,2.557600498199463,-7.583725e-07,0.25499701499938965,0.023960590362548828,16.372007846832275,2210.7838802337646,26.76023118461331,130,1310000,-8.030712214821891,121.86901412062511,16.650965452194214,13.537137269973755,-0.014327733,57.47282561169809,100
32.91148093388681,2.439526319503784,-6.7592504e-07,0.25099849700927734,0.023998737335205078,16.36455535888672,2227.438432455063,30.026556229583502,131,1320000,-28.093356909451916,120.64053664979478,16.640552043914795,13.660073041915894,-0.011585735,55.25196984211241,100
36.638360356001016,2.451201915740967,-5.1473137e-07,0.24900031089782715,0.023998022079467773,16.496427297592163,2244.2208576202393,27.124159768696906,132,1330000,-4.026490408140859,129.9089180643037,16.769425630569458,13.789373397827148,-0.011803095,63.23078326272149,100
33.454650520305535,2.579939126968384,-3.5370707e-07,0.24700045585632324,0.028965234756469727,16.423999786376953,2260.9358229637146,28.31221787721716,133,1340000,-47.33804757888398,108.81420353862185,16.700965404510498,13.574512243270874,-0.0129298875,55.197696041400896,100
37.062532855191236,2.5345377922058105,-2.2736191e-07,0.24499869346618652,0.02196812629699707,16.34199857711792,2277.557787656784,27.81415396466897,134,1350000,3.4105730425356953,134.71024285610596,16.608965396881104,13.541837215423584,-0.017605416,63.34774483753972,100
34.80675605439193,2.5500457286834717,-9.723425e-08,0.24899816513061523,0.026000499725341797,16.42796754837036,2294.2737526893616,28.99999327554678,135,1360000,-17.10950232258236,146.1856773670689,16.70296621322632,13.62063455581665,-0.009137031,59.40293137458308,100
35.17965352495753,2.5358524322509766,1.5947816e-08,0.25800085067749023,0.02199840545654297,16.426966428756714,2310.993718147278,28.607531664620165,136,1370000,-16.567802563744117,136.44146815072526,16.706965684890747,13.578834533691406,-0.013266541,60.696800901819586,100
40.09669045100036,2.5567305088043213,1.4234541e-07,0.2579989433288574,0.02700042724609375,16.393965005874634,2327.687684059143,26.863444152396113,137,1380000,12.112493169990099,132.44437798157955,16.680967569351196,13.571870565414429,-0.018246492,68.23523381765618,100
34.81179886777166,2.475869655609131,2.0700811e-07,0.2480003833770752,0.021998882293701172,16.563228607177734,2344.5349111557007,27.730983591393823,138,1390000,-21.321255633925503,144.5225449656041,16.834228515625,13.830984830856323,-0.016328914,59.83941005759977,100
36.832418346564275,2.521890878677368,3.7527678e-07,0.25196170806884766,0.027036428451538086,16.425185203552246,2361.255092859268,31.87947779382223,139,1400000,-2.907486586519921,141.42505524356412,16.704183340072632,13.627679586410522,-0.012775559,63.54167949340351,100
39.73277626851202,2.541882276535034,6.1757686e-07,0.25499844551086426,0.02596902847290039,16.596389770507812,2378.1464519500732,26.694911608888834,140,1410000,5.617938306121026,145.3892813980546,16.878358125686646,13.774327754974365,-0.016309613,68.05752950520981,100
39.011078300956314,2.514998435974121,7.927835e-07,0.270998477935791,0.028971195220947266,16.36800193786621,2394.828416824341,29.206307144453973,141,1420000,-14.484365567561632,126.62040892218396,16.668965578079224,13.586629390716553,-0.015775329,66.5931898762749,100
38.06817078973911,2.4995908737182617,9.50607e-07,0.24499893188476562,0.026952743530273438,16.382994413375854,2411.4983656406403,36.34773665620941,142,1430000,-8.357690408897598,163.80534209144773,16.656949281692505,13.617995023727417,-0.011106937,64.22717405750812,100
38.19259629782651,2.557016611099243,1.0943759e-06,0.24700021743774414,0.023000240325927734,16.378966808319092,2428.1603322029114,27.44568374535854,143,1440000,8.9401886235012,132.28491724557526,16.648967266082764,13.56039023399353,-0.010145653,65.28386828493974,100
41.97905335040113,2.454848051071167,1.2091231e-06,0.33700037002563477,0.0540008544921875,16.375966787338257,2444.9413001537323,33.23573476942111,144,1450000,-12.6521589114261,148.24269890493653,16.76696801185608,13.6533522605896,-0.008251663,71.21706375890155,100
43.62861133104577,2.414079427719116,1.3421297e-06,0.24899840354919434,0.0209963321685791,16.279969692230225,2461.505265712738,31.07409462544299,145,1460000,-5.984161410000718,124.3982844040209,16.550965785980225,13.60199761390686,-0.012774363,74.69334530342987,100
42.70800133351802,2.550530195236206,1.4181089e-06,0.2480001449584961,0.020968198776245117,16.38237953186035,2478.1726129055023,30.26525800134238,146,1470000,-45.0389039911331,140.97057024990346,16.653347730636597,13.567692041397095,-0.014267279,72.86511243630612,100
41.58974887453961,2.5333940982818604,1.5389478e-06,0.24699902534484863,0.026999711990356445,16.619335889816284,2495.0789473056793,27.996856947359362,147,1480000,-3.1767320833922814,153.69996552024816,16.89333462715149,13.788485527038574,-0.01647622,71.51525752527387,100
38.091011677963714,2.5689849853515625,1.6009235e-06,0.2520005702972412,0.020998716354370117,16.61096715927124,2511.9779138565063,30.725206374979688,148,1490000,-60.655681959695634,150.07992954685213,16.88396644592285,13.770107984542847,-0.016395949,64.62633001371285,100
42.27955347602149,2.588347911834717,1.6887413e-06,0.2520012855529785,0.025968313217163086,16.41199827194214,2528.6818816661835,30.297359636528547,149,1500000,-4.170499463412237,142.8706413978182,16.69096875190735,13.564584493637085,-0.017414005,72.76175909073363,100
40.06105461301709,2.6709578037261963,1.8812584e-06,0.24399924278259277,0.030998706817626953,16.698968172073364,2545.6708464622498,29.412101580128276,150,1510000,-78.76930128633663,139.6842602410908,16.974966526031494,13.780849933624268,-0.016622882,69.35756704556336,100
42.08957417334038,2.6175336837768555,2.1160065e-06,0.2559659481048584,0.029033660888671875,16.639132261276245,2562.6139771938324,27.271882912738498,151,1520000,-9.382454501623329,135.68628171224753,16.924131870269775,13.774760007858276,-0.018977897,71.1973380793601,100
41.48509887517029,2.413269519805908,2.2426784e-06,0.24900078773498535,0.027997732162475586,16.485968828201294,2579.3899433612823,27.257063273768814,152,1530000,-4.188598984518091,126.01073498937744,16.762967348098755,13.783370971679688,-0.017435817,72.03401504335443,100
42.10021175585592,2.445580244064331,2.3973382e-06,0.24899578094482422,0.021002531051635742,16.447967290878296,2596.120908975601,30.223450819725315,153,1540000,-51.145540782621744,157.80897723649326,16.717965602874756,13.75672960281372,-0.014438381,72.16771424919064,100
42.13576078781243,2.586958646774292,2.5543438e-06,0.24399852752685547,0.02900075912475586,16.647966623306274,2613.0548758506775,27.343588725437783,154,1550000,-5.75526847103415,156.18635544501024,16.920965909957886,13.799062490463257,-0.015786808,73.46951649435105,100
45.067528475975415,2.475656032562256,2.7529536e-06,0.2519996166229248,0.019986629486083984,16.625998735427856,2629.9668414592743,27.413148581542593,155,1560000,-1.6048606328225115,150.74258871950374,16.89896535873413,13.8741774559021,-0.015681643,77.8717327996262,100
43.72190561812032,2.5350255966186523,2.9145335e-06,0.24999761581420898,0.020958662033081055,16.6293728351593,2646.881170272827,27.79942149854282,156,1570000,6.30009597685474,141.94706114335202,16.901329278945923,13.819896221160889,-0.016036857,75.2178524589875,100
43.682642612076926,2.5081043243408203,3.0877184e-06,0.24699640274047852,0.028984785079956055,16.72898530960083,2663.9001367092133,28.055689015917288,157,1580000,-29.021732817386948,162.54878766726156,17.005966186523438,13.956422805786133,-0.013487455,73.93709221871435,100
44.54761543756294,2.572734832763672,3.2638789e-06,0.2509772777557373,0.020998477935791016,16.447999954223633,2680.6341032981873,34.06813347212865,158,1590000,-60.91124643378341,155.9220829832608,16.720966815948486,13.56802225112915,-0.01742415,77.55802720886707,100
45.510875119825954,2.4900412559509277,3.4097611e-06,0.24699950218200684,0.02299785614013672,16.435969352722168,2697.35506939888,29.798846749903777,159,1600000,9.666161614128596,139.73331471285724,16.707967519760132,13.692221879959106,-0.013923671,77.18684944357501,100
46.45769865294168,2.583420991897583,3.5970986e-06,0.2500007152557373,0.019999027252197266,16.556493520736694,2714.1945629119873,29.033537353353687,160,1610000,-13.129094727753124,135.1709028521338,16.82649326324463,13.695019721984863,-0.015510703,80.34923702187186,100
46.55315718690009,2.631801128387451,3.8081191e-06,0.25100111961364746,0.022000551223754883,16.542966842651367,2731.0245308876038,35.03015592295757,161,1620000,-22.30486598000157,166.10868311280575,16.81596851348877,13.650179624557495,-0.017208317,79.78440125986408,100
49.31979048729595,2.5600812435150146,3.974063e-06,0.25499796867370605,0.03195977210998535,16.60993480682373,2747.936422109604,31.115321321497362,162,1630000,-2.3672794941206083,165.81894641692324,16.89789342880249,13.76840353012085,-0.016076287,85.10515894944963,100
47.670673816093476,2.4141156673431396,4.1484473e-06,0.24700069427490234,0.024997711181640625,16.35196852684021,2764.5743882656097,32.41410423726417,163,1640000,-39.83541405995934,146.96559255984232,16.624967098236084,13.641156435012817,-0.017521782,80.54529873224783,100
44.85370944837084,2.548147439956665,4.3929454e-06,0.2519989013671875,0.02200031280517578,16.477966785430908,2781.3403553962708,33.28142130309064,164,1650000,-52.2064755675995,158.03693682606624,16.75296640396118,13.683998823165894,-0.015759284,77.64831790918643,100
47.77233632081187,2.4993703365325928,4.6067153e-06,0.25197315216064453,0.02098822593688965,16.6149480342865,2798.242264032364,31.86178331905024,165,1660000,1.9105795321592773,165.49399660874445,16.887909412384033,13.86207628250122,-0.015248432,80.88568341522065,100
45.94645344747703,2.4996819496154785,4.77635e-06,0.24599862098693848,0.024001598358154297,16.428966999053955,2814.956231355667,29.713203733275737,166,1670000,-2.3206501338196746,138.58651026635061,16.6999671459198,13.662369966506958,-0.016238904,78.71025105841443,100
47.207950042441816,2.461684226989746,4.9352e-06,0.24499988555908203,0.020973920822143555,16.382991313934326,2831.618197441101,30.536120010222987,167,1680000,-6.066908455688271,135.95859071363475,16.64896512031555,13.654436349868774,-0.014990406,81.11143368031043,100
45.77158989319765,2.433670997619629,5.06549e-06,0.24500036239624023,0.029967546463012695,16.31099820137024,2848.2181639671326,31.987271677480155,168,1690000,11.57199736322612,150.36669396083352,16.586966514587402,13.596635818481445,-0.0072456608,77.77221143698803,100
50.940582786352905,2.57692551612854,5.199115e-06,0.24599957466125488,0.028029680252075195,16.536967754364014,2865.048130750656,27.849860152419087,169,1700000,18.400064087103157,151.59015776101597,16.81496572494507,13.659825563430786,-0.0036449693,86.89798463486478,100
47.60914614203846,2.4764907360076904,5.299152e-06,0.2570009231567383,0.02997279167175293,16.45899248123169,2881.807097196579,30.8697390653022,170,1710000,-55.58895856629334,147.23629637009077,16.74596619606018,13.737738370895386,0.006625572,81.18614728325683,100
46.29300388342083,2.4518611431121826,5.4195602e-06,0.2539985179901123,0.02997565269470215,16.550991773605347,2898.656063079834,27.394900997037652,171,1720000,-16.55306699228305,150.62334870811534,16.83496594429016,13.835275411605835,-0.009820099,78.96524388170091,100
51.72108749521865,2.585181713104248,5.51411e-06,0.2479991912841797,0.020996570587158203,16.602967739105225,2915.542029619217,31.53695364937139,172,1730000,20.495425094381204,191.18863294352983,16.872963905334473,13.765569925308228,-0.014476574,86.85223300598032,100
48.13428380210723,2.597963809967041,5.71658e-06,0.2460007667541504,0.0229644775390625,16.55203890800476,2932.37703537941,37.552014906465914,173,1740000,-13.392069568512333,171.99845382008107,16.822006225585938,13.709648370742798,-0.0046846047,82.68356153764302,100
50.084652824567165,2.5341145992279053,5.901285e-06,0.2519972324371338,0.021000385284423828,16.392966508865356,2949.0590012073517,28.991700376262884,174,1750000,-0.10397393544597122,154.6515733071754,16.66896653175354,13.60272216796875,-0.011128167,86.3166086978155,100
49.650866303048744,2.5312423706054688,6.082741e-06,0.2590000629425049,0.02496814727783203,16.447458267211914,2965.804426908493,29.25108352543225,175,1760000,8.274883500326332,162.52497160705667,16.73142647743225,13.654304027557373,-0.010872314,85.07078568591858,100
50.296591872322686,2.515057325363159,6.189865e-06,0.25099802017211914,0.02296757698059082,16.48400092124939,2982.5763931274414,29.53998412595493,176,1770000,-1.678210502641511,145.23372120205127,16.7579665184021,13.704473495483398,-0.00943325,86.62411716420321,100
47.832187118626635,2.5301074981689453,6.353317e-06,0.25099945068359375,0.019967079162597656,16.396000862121582,2999.258360385895,36.95773623502904,177,1780000,-9.731222273540894,167.4793010143896,16.668968439102173,13.591068267822266,-0.009975614,82.83466227602528,100
42.47346193929135,2.554490566253662,6.498967e-06,0.25300002098083496,0.025999784469604492,16.514968872070312,3016.0653285980225,30.225780999504657,178,1790000,-41.12303663316103,148.3506329713154,16.793968677520752,13.70126748085022,-0.005957725,73.35275806142606,100
46.52048528581101,2.508802652359009,6.6319235e-06,0.2579982280731201,0.022965431213378906,16.551003456115723,3032.9132964611053,33.903932372420414,179,1800000,-50.296560311788795,179.24670320786294,16.833967447280884,13.770049333572388,-0.011296165,80.26717671332116,100
45.766749988613675,2.5391299724578857,6.7622577e-06,0.2589995861053467,0.02896714210510254,16.529708862304688,3049.743973016739,31.528546165245988,180,1810000,18.07330650072494,174.20242225039146,16.817675590515137,13.69481611251831,-0.0049236165,80.94020599724372,100
51.28013258651571,2.426002025604248,6.9760285e-06,0.2589991092681885,0.02897334098815918,16.51383066177368,3066.559775829315,33.377918702704996,181,1820000,-19.830779329401835,169.10075437135862,16.80280303955078,13.797838926315308,-0.009738462,88.68634558417165,100
52.15117112399012,2.493711233139038,7.1658383e-06,0.27300024032592773,0.021998882293701172,16.42847967147827,3083.2972548007965,32.40791333710459,182,1830000,22.49477976587811,169.87198251450917,16.72447919845581,13.684597730636597,-0.011428271,90.39659944807822,100
50.64692316854842,2.56325101852417,7.282263e-06,0.2780027389526367,0.02296590805053711,16.400003671646118,3100.013226032257,32.54910570280762,183,1840000,-33.14056014257123,149.4215835028217,16.701971769332886,13.578826189041138,-0.011343524,87.72197364420116,100
51.12380854381084,2.5209038257598877,7.4357185e-06,0.27300000190734863,0.019998550415039062,16.428969860076904,3116.7491908073425,35.764775554808274,184,1850000,-1.451825074184403,169.83018061047446,16.722968101501465,13.639895677566528,-0.013319929,89.76971468757735,100
52.074708730042374,2.4331295490264893,7.5626363e-06,0.2709999084472656,0.02096271514892578,16.54000496864319,3133.5951590538025,36.85923643702761,185,1860000,-67.13379248720189,158.57519607923516,16.83296823501587,13.837897300720215,-0.015095033,90.23758933464268,100
51.37499754651574,2.565319776535034,7.707757e-06,0.26800036430358887,0.02799820899963379,16.536063194274902,3150.4412202835083,29.574812220197945,186,1870000,-6.415561444743091,162.56986244585048,16.833061695098877,13.712679624557495,-0.01686786,88.5777171549158,100
51.3658785639943,2.5770843029022217,7.8687035e-06,0.3020000457763672,0.029998064041137695,16.48997187614441,3167.2761878967285,30.679017797466866,187,1880000,-25.735485483968528,160.46733648540294,16.821969985961914,13.654934167861938,-0.015492454,89.3900343356827,100
54.28575506492966,2.5440428256988525,8.0220325e-06,0.27199816703796387,0.023000001907348633,16.508968114852905,3184.0941541194916,34.47072018951386,188,1890000,18.610992015173967,161.50716714432673,16.804967403411865,13.71993613243103,-0.013720839,93.14594318023175,100
56.12055566918304,2.532835006713867,8.183836e-06,0.2719991207122803,0.023967981338500977,16.596390962600708,3201.000513076782,36.766776932883126,189,1900000,-26.21349197112925,203.9097079240135,16.893358945846558,13.795256853103638,-0.016998224,95.60249397540748,100
58.34927093469404,2.4761579036712646,8.388525e-06,0.26799941062927246,0.019967317581176758,16.62900185585022,3217.931482076645,32.680655652195334,190,1910000,21.109825922137208,198.2156133812613,16.91796898841858,13.865906000137329,-0.0074861143,100.13480163399467,100
57.73439395226358,2.4648842811584473,8.523803e-06,0.26399970054626465,0.020998477935791016,16.472970008850098,3234.704449892044,37.21402633458478,191,1920000,-25.894105865810545,173.9797679627734,16.759969234466553,13.706233024597168,-0.0036547377,100.02973306801691,100
57.72744949857261,2.4457333087921143,8.589209e-06,0.26599836349487305,0.026000261306762695,16.434970140457153,3251.4444177150726,31.19923629639714,192,1930000,19.396286984610757,184.2470324960485,16.72696876525879,13.732830047607422,-0.007221493,100.43247145601543,100
57.11870996296446,2.431918144226074,8.6047185e-06,0.2630007266998291,0.022965669631958008,16.5180025100708,3268.2613854408264,30.810578807317242,193,1940000,12.27129517999211,189.16151192320478,16.803968906402588,13.82900881767273,0.004162973,97.77516460347033,100
57.99126353872045,2.4074792861938477,8.654526e-06,0.27299952507019043,0.022967100143432617,16.42300057411194,3284.9943537712097,34.287725630335444,194,1950000,-24.599336568258977,202.11562529886618,16.71896719932556,13.737577199935913,-0.0031007302,99.30288410992776,100
59.88384048203683,2.3915843963623047,8.705898e-06,0.2800016403198242,0.029997825622558594,16.362971305847168,3301.6803245544434,27.82488511182193,195,1960000,33.42924789551216,184.96754009993913,16.67297077178955,13.70771312713623,-0.0063717472,103.05826973698359,100
53.133716800165715,2.5509612560272217,8.7294775e-06,0.26399970054626465,0.020998716354370117,16.61557698249817,3318.5948972702026,31.1609147970917,196,1970000,24.926375547020623,160.1633493616352,16.901575565338135,13.817248582839966,-0.009236873,92.22888203043159,100
56.85866281154918,2.6182045936584473,8.759743e-06,0.27499914169311523,0.025967121124267578,16.89100456237793,3335.800867319107,28.117923852607383,197,1980000,21.205174181537306,186.78303342681204,17.192970514297485,13.978151798248291,-0.009842557,97.91664468606977,100
57.42242862321241,2.644968032836914,8.832718e-06,0.27299928665161133,0.031000375747680664,16.659970998764038,3352.824836730957,32.66542329244066,198,1990000,0.9787096597670693,179.21262441479433,16.964970350265503,13.744150400161743,-0.015107998,98.51527821091399,100
