train-AverageDiscountedReturn,train-EnvExecTime,LossBefore,Time-Optimization,Time-SampleProc,Time-Sampling,Time,train-StdReturn,Itr,n_timesteps,train-MinReturn,train-MaxReturn,ItrTime,train-PolicyExecTime,LossAfter,train-AverageReturn,train-NumTrajs
57.47896674391206,2.7058870792388916,8.892258e-06,0.2649979591369629,0.02897047996520996,17.911184072494507,3371.045019865036,31.904738684364546,199,2000000,5.585784043757693,174.07255349494906,18.2061824798584,14.90975022315979,-0.015603208,99.32593020115192,100
59.3890392338026,2.560415506362915,9.033216e-06,0.2749972343444824,0.028995037078857422,17.20849323272705,3388.5705049037933,26.951599719443387,200,2010000,31.478427622921235,147.98903570994148,17.51248550415039,14.392153024673462,-0.0125442855,101.5600077261708,100
58.38054436312642,2.546222686767578,9.124612e-06,0.26396751403808594,0.020030498504638672,17.198619842529297,3406.0671231746674,35.56549678767715,201,2020000,-55.465220078672466,181.80057026084677,17.48261785507202,14.35439157485962,-0.008127837,100.9652002391499,100
59.60095101903504,2.524439573287964,9.292523e-06,0.26600027084350586,0.026999950408935547,16.7968533039093,3423.169976711273,29.17432610051602,202,2030000,30.030439692222558,201.78117915777565,17.089853525161743,13.996872425079346,-0.008224988,102.05900596877889,100
60.23027242039483,2.577294111251831,9.40914e-06,0.2629983425140381,0.02096867561340332,16.817002296447754,3440.2849459648132,32.73715347739452,203,2040000,4.128143625093549,198.33832143167137,17.101969242095947,13.98238754272461,-0.007381083,103.6428325431896,100
60.94409538833832,2.587947368621826,9.580277e-06,0.26199841499328613,0.026973962783813477,17.138087511062622,3457.7260053157806,31.696223605413774,204,2050000,34.961806730197466,177.21374667912227,17.428059339523315,14.282925605773926,-0.013555821,104.35127615099088,100
63.57336236959596,2.532895565032959,9.7964175e-06,0.26399827003479004,0.022978782653808594,16.90965962409973,3474.9366416931152,30.3894648688771,205,2060000,15.810120738625962,175.84319118377283,17.197636365890503,14.116767883300781,-0.014524381,109.10840338480986,100
63.70988100577292,2.654899835586548,1.0077573e-05,0.3120005130767822,0.03399944305419922,16.916202783584595,3492.214844226837,29.24270431800339,206,2070000,29.03746290736239,177.00322770578913,17.264201879501343,14.020209074020386,-0.006025785,110.12616716740955,100
62.09731416053955,2.5664474964141846,1.0297588e-05,0.2709982395172119,0.023998737335205078,16.85240912437439,3509.3762514591217,32.15172153743057,207,2080000,40.305843400800086,196.81515905479682,17.14840531349182,14.009815454483032,-0.011869685,107.84978737729666,100
66.06180824903072,2.5925989151000977,1.0450965e-05,0.2609975337982178,0.02100062370300293,16.481106996536255,3526.1543266773224,33.45732418495296,208,2090000,11.366411933853463,197.07499814816057,16.765076637268066,13.62844705581665,-0.013583129,112.89808242220896,100
66.70875104239579,2.512146472930908,1.0615202e-05,0.2649984359741211,0.028969287872314453,16.7834734916687,3543.245768547058,29.758609291745255,209,2100000,6.162733031339921,213.63352423693829,17.0784432888031,14.02747893333435,-0.013741431,114.39075946051533,100
64.22566672992617,2.5759172439575195,1.072964e-05,0.2719993591308594,0.02099895477294922,16.87827467918396,3560.4310414791107,26.814914820750744,210,2110000,42.64835468721234,167.32130454899539,17.17227339744568,14.052041292190552,-0.0074471836,109.89263258449559,100
61.938106156056236,2.549743413925171,1.0876172e-05,0.26600122451782227,0.02099609375,16.838411331176758,3577.571449995041,30.746308758580916,211,2120000,28.47232956938336,177.563984975042,17.127408981323242,14.017619848251343,-0.011214026,106.58850986521122,100
64.28766866943717,2.5077478885650635,1.09676175e-05,0.2769968509674072,0.019970417022705078,16.901307821273804,3594.7827248573303,27.097295602128334,212,2130000,48.40945485860024,171.67125133487994,17.198275089263916,14.097448587417603,-0.008528876,110.27235504899727,100
65.7880934470059,2.5837581157684326,1.1036855e-05,0.266995906829834,0.02697134017944336,16.797560214996338,3611.888252019882,31.05830317417157,213,2140000,33.3486959193095,188.79743508037558,17.092527627944946,13.974633932113647,-0.010521652,112.77747872697446,100
64.22335313363303,2.492427349090576,1.1113378e-05,0.26600027084350586,0.028962373733520508,16.795056581497192,3628.9912712574005,31.380927568086868,214,2150000,-7.125333641643683,180.38634453224853,17.09001922607422,14.032243490219116,-0.008481619,109.73031983489173,100
62.8954947998152,2.537303924560547,1.1267358e-05,0.2630002498626709,0.026000499725341797,16.787386894226074,3646.0836265087128,25.233709656492106,215,2160000,39.95140032788493,175.45779227272686,17.0783531665802,14.003308534622192,-0.0113937,108.33246017583443,100
61.9527285043525,2.526888370513916,1.13990745e-05,0.2629971504211426,0.029999256134033203,16.481439113616943,3662.8740639686584,30.226398415084244,216,2170000,33.09884044486606,181.21610953451795,16.776437997817993,13.674022912979126,-0.01058121,106.38017401083744,100
64.2163912446788,2.495971202850342,1.148774e-05,0.26400065422058105,0.02799844741821289,16.828744411468506,3680.0088098049164,31.261086901293066,217,2180000,8.28770658570151,212.90249196494295,17.1207435131073,14.046615839004517,-0.015512767,109.66383149662579,100
66.12396978303325,2.5677640438079834,1.1601249e-05,0.26399850845336914,0.020968198776245117,16.821245193481445,3697.1290216445923,33.31199052917324,218,2190000,35.550742895497706,201.21888786046793,17.10621190071106,13.99176025390625,-0.012899629,113.73592572811161,100
66.27033019701807,2.496037006378174,1.1746873e-05,0.2550010681152344,0.02896714210510254,16.603424787521362,3714.030416250229,30.750938239522522,219,2200000,19.287875784032316,216.07475189255675,16.8873929977417,13.832334756851196,-0.01405938,114.00558469154747,100
68.35527560067074,2.520350933074951,1.1921509e-05,0.2649955749511719,0.02000260353088379,16.739546298980713,3731.0679597854614,29.3322356987475,220,2210000,22.21176580993361,181.1389323820855,17.02454447746277,13.963535070419312,-0.014610153,116.67445997249916,100
70.96791777402869,2.490161180496216,1.2158802e-05,0.2689995765686035,0.024998188018798828,16.46011519432068,3747.835071325302,24.634169357086293,221,2220000,65.49769381934327,187.88712524345516,16.75411295890808,13.702697038650513,-0.011256978,121.26094487739408,100
68.68234910274786,2.4673807621002197,1.2343806e-05,0.26999998092651367,0.02899765968322754,16.717970371246338,3764.8660407066345,29.51895565275019,222,2230000,29.842407970964643,197.95869452061106,17.01796817779541,13.996650218963623,-0.0032755686,118.12428715584592,100
70.85347339488621,2.566960096359253,1.2592052e-05,0.2609977722167969,0.022948741912841797,16.854040384292603,3782.01802778244,29.51373870775915,223,2240000,51.75972819420848,200.73651828208344,17.13798689842224,13.97644829750061,-0.011425466,122.75609660656502,100
72.4093774103809,2.596122980117798,1.27996545e-05,1.2229654788970947,0.07502985000610352,16.728971004486084,3800.05899477005,30.63954410068113,224,2250000,52.324449700944214,195.24116342349205,18.026966333389282,13.859795093536377,-0.00983921,125.08256100275098,100
72.93558546544924,2.5705981254577637,1.2946137e-05,1.4549946784973145,0.10300087928771973,16.934970378875732,3818.56996178627,29.063875230241933,225,2260000,52.710940269830175,202.46941284422505,18.493964910507202,14.079058647155762,-0.013959113,125.37000197794656,100
72.72897416350797,2.549830675125122,1.3171082e-05,1.6499969959259033,0.09396147727966309,17.09583306312561,3837.429751634598,27.588571527557672,226,2270000,-2.1371933129393126,175.75694294328912,18.84378981590271,14.265166997909546,-0.011728278,123.65977194391586,100
73.94066316964965,2.5784871578216553,1.333573e-05,0.2709980010986328,0.030034780502319336,17.08985948562622,3854.8476128578186,26.167883871768638,227,2280000,50.53669747855303,184.04015964691584,17.391860961914062,14.234116315841675,-0.0070044114,127.19793593232978,100
75.1391917588549,2.5718939304351807,1.3502048e-05,0.26600027084350586,0.028967618942260742,16.718403100967407,3871.874984025955,30.646086058896593,228,2290000,54.437699871518355,191.2801923128481,17.014371156692505,13.885250329971313,-0.009789655,128.68987194071758,100
75.09683335082333,2.5272769927978516,1.3602992e-05,0.2649979591369629,0.029001474380493164,16.976271390914917,3889.1592552661896,29.637160823048575,229,2300000,20.985047845192828,192.3158179349321,17.270270824432373,14.199222803115845,-0.0031681298,129.67048589858481,100
74.17636314161466,2.5780062675476074,1.3654242e-05,0.26399707794189453,0.027001142501831055,16.488961219787598,3905.953214406967,29.26338491168609,230,2310000,54.761007390098186,197.21536206227566,16.779959440231323,13.646715879440308,-0.011565953,127.06657400346955,100
76.15192616390254,2.589454412460327,1.3673699e-05,0.4179978370666504,0.02500152587890625,16.373972177505493,3922.784186601639,27.640212243591215,231,2320000,60.70668934820768,189.10603695911092,16.81797170639038,13.535738229751587,-0.0108956145,131.8195000833575,100
76.4865484974377,2.5290091037750244,1.3837167e-05,1.4469940662384033,0.09496855735778809,16.73100519180298,3941.070155143738,31.737510613457427,232,2330000,46.869754564124435,204.14498475839926,18.27296781539917,13.932010412216187,-0.007469477,130.95699689897816,100
76.01753458395692,2.5325517654418945,1.39652075e-05,1.451997995376587,0.09296846389770508,16.677258253097534,3959.3103790283203,27.455159532772186,233,2340000,45.626207678186226,200.60349552739146,18.223223447799683,13.874473810195923,-0.010029801,130.80419117565734,100
78.33532020224759,2.5655677318573,1.4115482e-05,1.5709965229034424,0.09996414184570312,17.14464044570923,3978.1459798812866,28.900272999614675,234,2350000,26.61778503108618,207.5402149918827,18.815601110458374,14.237910032272339,-0.009485603,135.2594952737377,100
76.72144319672854,2.5588924884796143,1.4210377e-05,1.5719997882843018,0.1119987964630127,16.820695877075195,3996.667673587799,34.089391014662404,235,2360000,-1.6453353353940257,195.50096487307923,18.50469446182251,13.99815320968628,-0.0126892505,130.66380653953595,100
77.04182940828636,2.4749746322631836,1.434192e-05,1.581995964050293,0.1120004653930664,16.974685430526733,4015.3533527851105,26.0138280359593,236,2370000,72.06527338617813,186.9509534059767,18.668681859970093,14.243187665939331,-0.008466705,132.69764358016218,100
78.8229524807899,2.516794443130493,1.4478916e-05,1.6039979457855225,0.10699892044067383,17.113789558410645,4034.1961390972137,26.38544483232509,237,2380000,75.01500520066125,199.14233228610667,18.825786590576172,14.311482429504395,-0.012403275,135.41834663143868,100
80.27873864736642,2.543278694152832,1.4586985e-05,0.7049999237060547,0.11700034141540527,17.139110565185547,4052.1772491931915,27.145914728586224,238,2390000,67.91165082026961,198.12611104265594,17.964110136032104,14.325433731079102,-0.0094495285,138.47041979226032,100
81.38523746417681,2.5060713291168213,1.46975935e-05,0.27900004386901855,0.021995067596435547,16.96676206588745,4069.459005355835,28.17437637426261,239,2400000,57.903086324438135,211.60030658625513,17.267757177352905,14.19445276260376,-0.00784913,139.7378771306412,100
80.46915281684437,2.61064076423645,1.4839157e-05,0.2859976291656494,0.019968271255493164,16.54209852218628,4086.322068452835,28.84730329088958,240,2410000,64.14279548420517,198.66501492184688,16.850064516067505,13.672815799713135,-0.007917422,138.58118714310797,100
80.75195565597764,2.5142433643341064,1.4954446e-05,0.37599945068359375,0.02399921417236328,16.7855806350708,4103.5206463336945,30.50755392540393,241,2420000,70.67795469962806,205.69464801388352,17.185579299926758,14.026219367980957,-0.005541697,138.9246574649681,100
84.56036004723431,2.640000343322754,1.5051131e-05,0.2709977626800537,0.02896404266357422,16.93458652496338,4120.768194198608,32.186280316602065,242,2430000,57.60911751062656,232.5758005769464,17.234548330307007,14.024080514907837,-0.0023465615,146.34545801353764,100
76.7972869321707,2.53112530708313,1.5122083e-05,0.27399754524230957,0.021000385284423828,16.743724584579468,4137.819916725159,31.477742403649586,243,2440000,38.77944435999474,214.62870843418344,17.0387225151062,13.961188793182373,-0.004006952,133.74115470445295,100
84.26736861248565,2.4700875282287598,1.5193064e-05,0.2690000534057617,0.0299985408782959,16.541571378707886,4154.676452875137,32.691466421916424,244,2450000,-15.718801130303635,217.07957817953402,16.841538190841675,13.832459926605225,-0.01246622,145.48940688293436,100
86.36272589637339,2.5222067832946777,1.5278898e-05,0.2740013599395752,0.026998043060302734,17.173723459243774,4172.165175199509,26.070595409133112,245,2460000,72.22278628253817,203.21677089902045,17.474722862243652,14.107390403747559,-0.0067469026,149.18797858977405,100
86.47880934667883,2.596041440963745,1.5374017e-05,0.28100109100341797,0.023998022079467773,17.082419395446777,4189.568593740463,31.247730880579745,246,2470000,78.38635935033072,222.61872422935545,17.38941788673401,14.219298362731934,-0.0011734414,149.86128827873,100
83.12497757254178,2.5581653118133545,1.5461488e-05,0.27100086212158203,0.026967763900756836,16.85392737388611,4206.734489440918,28.765534875435904,247,2480000,76.45511952171552,216.9188442401568,17.1528959274292,14.043858289718628,-0.012797572,143.47643163343753,100
84.09232375580497,2.5186009407043457,1.5668984e-05,0.2760000228881836,0.02097296714782715,16.502004384994507,4223.547460079193,30.69572947074203,248,2490000,63.15577175638741,230.9802056176783,16.799970626831055,13.728209972381592,-0.012557263,144.75041858282083,100
85.84306223443835,2.5728113651275635,1.5749192e-05,0.3100013732910156,0.022999048233032227,16.862979650497437,4240.7564396858215,33.4341532294825,249,2500000,31.75783448887879,212.89623203222084,17.195980072021484,14.03582215309143,-0.009900266,148.3606296513376,100
89.45384718721724,2.6055588722229004,1.5819485e-05,0.3279998302459717,0.020974397659301758,16.9393093585968,4258.058723211288,29.65155099755583,250,2510000,56.92140369311346,229.78410244672747,17.2892849445343,14.09339427947998,-0.009696716,153.49319572292669,100
88.7001647478065,2.5028183460235596,1.5899132e-05,0.2630009651184082,0.02696704864501953,16.7824490070343,4275.147138118744,32.374203896656965,251,2520000,33.699805784615904,218.2730228788252,17.073416709899902,14.020265340805054,-0.012457745,152.55549835819468,100
86.78276410255079,2.5989391803741455,1.5985705e-05,0.2649984359741211,0.025967836380004883,16.68969702720642,4292.141801118851,30.686505455870737,252,2530000,62.2987023151073,224.95168883248266,16.981664180755615,13.827341794967651,0.0020875353,150.545326007805,100
85.68518587403753,2.5750505924224854,1.6041764e-05,0.26399898529052734,0.023973464965820312,16.78947162628174,4309.233245134354,32.01877964652025,253,2540000,47.90237708267601,216.1219653902694,17.077444076538086,13.975602865219116,-0.008882106,147.75958858090294,100
91.51310316686042,2.5584447383880615,1.6174094e-05,0.26599931716918945,0.020999670028686523,16.681538343429565,4326.215782403946,32.35965185001885,254,2550000,64.29191286982247,236.3561411753689,16.96853733062744,13.870012998580933,-0.008624982,156.79989963494646,100
89.75226829905233,2.559751510620117,1.624679e-05,0.26200079917907715,0.028968095779418945,16.858457326889038,4343.379207849503,29.853291921594398,255,2560000,83.29810980143647,216.77577682761753,17.149426221847534,14.036466836929321,-0.0075067687,153.19878973866255,100
90.49825982516789,2.498744249343872,1.631197e-05,0.2669980525970459,0.024970293045043945,16.56170105934143,4360.245876312256,29.068750365448096,256,2570000,72.8932971196177,219.5939924900673,16.85366940498352,13.755717039108276,-0.010044568,155.38309396978883,100
90.80885131107095,2.533357620239258,1.6485777e-05,0.2650003433227539,0.02199864387512207,16.879573583602905,4377.426447629929,26.694763913675608,257,2580000,80.89313576436984,209.77829391255102,17.16757321357727,14.095862865447998,-0.011299937,155.823035311569,100
88.33378154075758,2.5474936962127686,1.6612206e-05,0.270000696182251,0.022998809814453125,17.079923629760742,4394.812370061874,27.866881719771865,258,2590000,91.19946869334285,224.07166244222338,17.372923135757446,14.260087013244629,-0.006133554,152.78449068157215,100
90.89773370383799,2.480703830718994,1.6725442e-05,0.2950015068054199,0.020969390869140625,16.907737016677856,4412.049077749252,27.701674628631384,259,2600000,75.75903000393144,221.2825551176915,17.223707914352417,14.16182827949524,-0.013878529,156.04631207355777,100
89.99323112368282,2.5338544845581055,1.6878892e-05,0.2690005302429199,0.026972293853759766,16.891338348388672,4429.250388622284,32.70175459298048,260,2610000,1.0915551881032661,240.4972857196892,17.188311338424683,14.100516319274902,-0.01186035,154.14118252145607,100
94.14714237697135,2.5152084827423096,1.7079092e-05,0.260998010635376,0.02397322654724121,16.823944330215454,4446.37230348587,27.192687395376165,261,2620000,76.4369601043058,229.28692307695928,17.10891556739807,14.044793128967285,-0.011311136,162.41030913165716,100
93.32764872772233,2.5440587997436523,1.7236722e-05,0.2690010070800781,0.02096700668334961,16.87761378288269,4463.552883863449,29.73599743888951,262,2630000,73.2507417162613,236.79767965336578,17.167581796646118,14.097734451293945,-0.006834419,161.06299932284014,100
93.57845797517278,2.5929596424102783,1.738007e-05,0.2619967460632324,0.019999265670776367,17.435583353042603,4481.2854616642,28.227923115464034,263,2640000,74.9589946051788,227.11306916613182,17.719578504562378,14.581220865249634,-0.0077369707,160.49201260684526,100
97.89999383693058,2.5007247924804688,1.753062e-05,0.26200199127197266,0.019996166229248047,16.970696687698364,4498.5521585941315,26.76387461338023,264,2650000,91.83439614693356,242.57708709209092,17.252694845199585,14.196334838867188,-0.0053712176,167.5925560543997,100
93.21171195118797,2.5956897735595703,1.7688122e-05,0.2649989128112793,0.021971702575683594,17.056893348693848,4515.909021854401,31.107380404101196,265,2660000,72.44147807752016,216.44219587765295,17.34386396408081,14.188949584960938,-0.00344333,160.28708993330312,100
93.2394313084681,2.5146756172180176,1.7873592e-05,0.2629983425140381,0.020996809005737305,16.75367569923401,4532.9596927165985,34.638916282549836,266,2670000,12.207251897218061,236.25984249461726,17.037670850753784,13.964512586593628,-0.013160035,160.90047731565156,100
95.20695141413744,2.528517007827759,1.7984317e-05,0.2819676399230957,0.023970365524291992,16.92798948287964,4550.208649396896,31.864680629699933,267,2680000,63.98162493749306,226.34219651526462,17.23595690727234,14.090368270874023,-0.0032954083,162.7814644836173,100
97.16175500001572,2.60567307472229,1.806445e-05,0.2669999599456787,0.02096843719482422,17.30775475502014,4567.819401025772,26.735484240674033,268,2690000,86.277598188216,225.6465314007504,17.59675168991089,14.461840629577637,-0.003776556,167.0574852809988,100
99.63009887771024,2.569276809692383,1.8178087e-05,0.27300024032592773,0.021997451782226562,16.673454761505127,4584.804851770401,26.44695194830398,269,2700000,89.95257893771485,230.65778209194113,16.970450162887573,13.833699226379395,-0.00021928466,171.41932590244744,100
96.5762310384776,2.5449728965759277,1.8210374e-05,0.25699830055236816,0.019970417022705078,17.031959295272827,4602.127779960632,32.54899350753769,270,2710000,65.95566229868467,249.29468036035888,17.3089280128479,14.210959434509277,0.0012499954,166.4583372431646,100
101.59747020338494,2.525012731552124,1.835136e-05,0.25800251960754395,0.023998022079467773,16.825974225997925,4619.248754262924,28.747189529075694,271,2720000,100.87903326856144,257.19876045588916,17.107974767684937,14.015817403793335,-0.0063250656,175.8238966972291,100
97.98116276492473,2.5136866569519043,1.8382176e-05,0.25999951362609863,0.020967483520507812,16.582006216049194,4636.125725269318,32.88898006443793,272,2730000,71.4871014495253,240.6144219696183,16.8629732131958,13.808254480361938,-0.0012798652,168.57699701307504,100
101.75558542161713,2.6096692085266113,1.8392355e-05,0.27499914169311523,0.029000520706176758,17.140628337860107,4653.584352731705,31.116052747617722,273,2740000,68.20945290855309,235.30116110422256,17.445627689361572,14.281611204147339,0.0047811703,175.06129210383438,100
95.57399267108187,2.631218671798706,1.8387824e-05,0.33499836921691895,0.01997518539428711,17.083744287490845,4671.037096500397,31.39985537646436,274,2750000,35.58875417697651,228.19662968872018,17.439743518829346,14.199470281600952,0.0054158885,164.89207067081878,100
99.07145335238563,2.5939455032348633,1.841322e-05,0.26400041580200195,0.02099895477294922,17.279929876327515,4688.617025613785,32.768871552621455,275,2760000,62.20090592760588,226.51007676118854,17.56593084335327,14.428909063339233,0.0016591656,170.38860452702048,100
96.67433976494455,2.5691568851470947,1.8475042e-05,0.27499890327453613,0.02100086212158203,17.065595626831055,4705.993621110916,33.80853484657492,276,2770000,20.22130659158419,253.14847657560574,17.363596439361572,14.208476781845093,-0.007178885,168.09935205061524,100
96.43000552308052,2.545783281326294,1.8568408e-05,0.26199841499328613,0.02700042724609375,16.90811586380005,4723.204738140106,35.025660986083324,277,2780000,4.98365523260926,234.62327124352933,17.19811701774597,14.110125303268433,0.0030867583,165.11480789624216,100
101.55382734930771,2.6708762645721436,1.8636712e-05,0.27500033378601074,0.01996755599975586,17.365585803985596,4740.878292560577,28.29658415026812,278,2790000,68.10819362923904,239.84503875114677,17.660553693771362,14.370659351348877,0.009864746,174.1682238430272,100
98.7316325064787,2.674257516860962,1.8746152e-05,0.28800034523010254,0.02200007438659668,19.32183337211609,4760.524126291275,30.070984651877083,279,2800000,98.21597793135723,237.64473300849698,19.631833791732788,16.383185863494873,0.015707843,171.5876776681972,100
100.71767303071545,2.6512022018432617,1.8870374e-05,0.26999926567077637,0.02299952507019043,18.01760768890381,4778.852730989456,26.852585049048937,280,2810000,92.00341082676451,236.64116514444686,18.313604831695557,15.091252565383911,-0.004882216,174.57567799858774,100
102.13073985490274,2.5526351928710938,1.8963632e-05,0.26596832275390625,0.02202892303466797,17.15752935409546,4796.31125831604,29.015522587383792,281,2820000,69.10178379114463,243.17320787388581,17.445526599884033,14.348342418670654,-0.009688847,175.6745990030274,100
102.33137539017761,2.638524055480957,1.8999333e-05,0.2629990577697754,0.02700066566467285,17.451452493667603,4814.066709756851,30.130928223410024,282,2830000,92.64547402206063,256.01414645734,17.74145221710205,14.549560070037842,-0.0037375356,176.19185065982236,100
103.03984731807788,2.617238998413086,1.9050125e-05,0.27199840545654297,0.028967857360839844,17.24068856239319,4831.621363162994,32.087951040984855,283,2840000,71.76568729345713,251.23655851706545,17.54165482521057,14.39159083366394,-0.010603176,177.39058534880266,100
102.36858492362119,2.5341427326202393,1.9008317e-05,0.26099681854248047,0.027971982955932617,17.288480281829834,4849.211812019348,34.63006564200483,284,2850000,41.70246863653836,233.09949059212812,17.577449083328247,14.472791194915771,0.00771029,175.30020435490053,100
104.13593216332202,2.6399447917938232,1.9006184e-05,0.26999878883361816,0.02200007438659668,17.384315013885498,4866.902125120163,29.3737765526605,285,2860000,109.12992826699703,249.6889172484158,17.676313877105713,14.48210597038269,-0.0057192477,179.7399907741141,100
98.00479677206796,2.5810952186584473,1.9037063e-05,0.2609679698944092,0.023030996322631836,17.242246866226196,4884.44137096405,33.75439391248414,286,2870000,54.35401063504551,235.2261000148132,17.526245832443237,14.411404132843018,-0.002577116,168.91608129887493,100
105.09371159561091,2.5282678604125977,1.9153185e-05,0.26999878883361816,0.024001598358154297,17.27814555168152,4902.026516914368,31.54689192829563,287,2880000,91.87824224691136,245.88305737915545,17.57214593887329,14.500144004821777,-0.006519852,181.45808855114103,100
105.76555727871742,2.5571391582489014,1.9271825e-05,0.2689976692199707,0.030001163482666016,17.16595983505249,4919.50647521019,28.921851742685202,288,2890000,96.92355560279869,248.94176259793954,17.465959310531616,14.34868335723877,-0.01005149,182.24890339421736,100
101.77149578075387,2.5057976245880127,1.953357e-05,0.2910001277923584,0.026000022888183594,17.20009756088257,4937.038574457169,38.14882285066737,289,2900000,2.284706307877954,230.85105168086895,17.51709771156311,14.396602392196655,-0.014210271,174.86159710868435,100
105.66787004425554,2.5210702419281006,1.968551e-05,0.26999831199645996,0.019973039627075195,16.88588547706604,4954.230433225632,27.897286248838228,290,2910000,104.50702311631802,235.53513772950896,17.178860187530518,14.08206844329834,-0.009776707,182.55936169656692,100
104.81830638079629,2.4839844703674316,1.9817015e-05,0.26399683952331543,0.0240023136138916,16.846975088119507,4971.379407167435,30.856525981271297,291,2920000,106.08572534846083,242.07837373863586,17.135973691940308,14.097293615341187,-0.005694266,180.9467459055431,100
108.46460444798421,2.4125514030456543,1.9924919e-05,0.2709958553314209,0.030002355575561523,16.82500171661377,4988.52038192749,27.817195567811403,292,2930000,114.96106467458564,242.27896960972677,17.127975463867188,14.146403789520264,-0.009079709,187.02207695707477,100
109.98841259478985,2.6578550338745117,2.0034942e-05,0.26399874687194824,0.022000789642333984,17.099562406539917,5005.919943332672,25.54648372982762,293,2940000,120.90981058090307,248.4372273036547,17.386561632156372,14.190236330032349,-0.0064914785,189.66490891068017,100
107.80866353922401,2.5301413536071777,2.0075544e-05,0.2629997730255127,0.02599644660949707,17.091110944747925,5023.314049482346,29.862923884916842,294,2950000,91.95680181008228,247.02055970192805,17.381107807159424,14.297313213348389,-0.008843707,187.36327671557063,100
107.66765451078233,2.5486371517181396,2.0191072e-05,0.2690002918243408,0.023998022079467773,17.274188995361328,5040.89523601532,27.54315196585242,295,2960000,92.72190477290619,247.93463284351776,17.567187309265137,14.467233657836914,-0.001934855,187.0253131905013,100
107.29844611009749,2.5895943641662598,2.0296267e-05,0.5359983444213867,0.02499985694885254,17.20194983482361,5058.67218542099,32.08135670930198,296,2970000,43.56220743436475,239.40605869628934,17.762948036193848,14.344144344329834,-0.008209821,185.86824677382793,100
108.30859687324228,2.652737617492676,2.0398411e-05,0.2599673271179199,0.028029441833496094,18.62603187561035,5077.601215600967,25.31226876230135,297,2980000,131.58599620914762,251.7119624402076,18.915031671524048,15.71530294418335,0.0028344735,187.00358711686448,100
107.64267336713529,2.4595413208007812,2.0542917e-05,0.2650012969970703,0.02699899673461914,17.15355634689331,5095.060771942139,25.564927231179762,298,2990000,123.91621193288654,251.1333973549653,17.445556640625,14.41556453704834,-0.008942189,186.62149877116687,100
108.69990904326285,2.5534961223602295,2.079524e-05,0.26199936866760254,0.02199840545654297,17.117406845092773,5112.476176261902,25.11638660585508,299,3000000,125.40265062772333,261.65468292343246,17.402405977249146,14.267266035079956,-0.010779005,188.769707811421,100
