LossAfter,Time-Optimization,train-StdReturn,train-MaxReturn,ItrTime,Time,n_timesteps,train-EnvExecTime,Itr,train-MinReturn,train-AverageDiscountedReturn,Time-SampleProc,LossBefore,Time-Sampling,train-NumTrajs,train-PolicyExecTime,train-AverageReturn
0.13481513,0.332000732421875,66.45121675399375,134.2416333621002,17.147422313690186,17.147422313690186,10000,2.8503644466400146,0,-159.02741987408584,20.244403161847067,0.10897278785705566,-1.4189385e-05,16.705448150634766,100,13.5919349193573,17.79061630336311
0.06138196,0.3020000457763672,78.73891888550702,148.01872875456212,17.06252408027649,34.225947856903076,20000,2.9897220134735107,1,-265.30562757698004,-30.890256997898646,0.023999452590942383,-1.4200999e-05,16.735525369644165,100,13.508281469345093,-73.24998871268876
0.0059717176,0.24806737899780273,77.01374571661364,138.0229091762816,17.403116941452026,51.64306402206421,30000,2.936096429824829,2,-233.82180338835872,-4.6594726594418026,0.018001317977905273,-1.4240186e-05,17.136051416397095,100,13.927032709121704,-20.007502185441968
-0.0059593646,0.2665126323699951,73.51079675669426,132.51066784617123,17.96088147163391,69.61784791946411,40000,3.0443077087402344,3,-192.40397383271082,15.605036338974546,0.018967390060424805,-1.4241267e-05,17.67540144920349,100,14.351070404052734,15.125713809135009
-0.004593922,0.26099729537963867,48.68075265640696,169.70183069668008,18.122008085250854,87.75285720825195,50000,3.0796830654144287,4,-55.79941306919127,38.70364196126019,0.020998477935791016,-1.4227416e-05,17.8390109539032,100,14.471129655838013,58.66842097841732
-0.0054561915,0.2680380344390869,39.113343390335324,194.6255389760721,18.513795137405396,106.27965450286865,60000,3.169203281402588,5,-28.954052916512076,53.47308092474942,0.019994735717773438,-1.4193171e-05,18.225762367248535,100,14.762609720230103,84.42408642370725
-0.0041181413,0.2615468502044678,39.77731331668834,172.29928609973533,18.377054452896118,124.66970825195312,70000,3.056002378463745,6,-52.411160070307155,65.26027243073729,0.024000167846679688,-1.4171973e-05,18.09050750732422,100,14.692599773406982,106.16448370214381
-0.002719424,0.2735104560852051,38.049686331265484,201.1755697042534,18.075307607650757,142.75801420211792,80000,2.981415033340454,7,18.766822786456604,74.11164646265304,0.02599954605102539,-1.4143647e-05,17.774797916412354,100,14.515228509902954,121.83557331528378
-0.007010659,0.27300119400024414,37.47676753073229,184.70726810686025,17.785142421722412,160.59415793418884,90000,2.9810192584991455,8,-32.21246036135569,80.93907190580371,0.025996923446655273,-1.4100833e-05,17.486144304275513,100,14.238637924194336,134.57289605902787
-0.006245665,0.24992895126342773,34.103793232406005,204.39538515822775,18.716204166412354,179.32336163520813,100000,3.121805429458618,9,17.524090605042044,88.34570480774312,0.02507162094116211,-1.4036088e-05,18.44020414352417,100,15.0341477394104,147.27953731103435
-0.004823606,0.2500004768371582,27.64296693726508,230.1547557316561,18.035217761993408,197.37157940864563,110000,3.0135679244995117,10,78.68168312423259,98.53960069923913,0.02299976348876953,-1.401668e-05,17.760221242904663,100,14.485302925109863,164.35175990298455
-0.004397509,0.2510340213775635,23.356864549581445,234.40572077104548,17.98306107521057,215.3686399459839,120000,2.9362263679504395,11,121.08981620641566,105.29988737383806,0.0189974308013916,-1.3945942e-05,17.713029623031616,100,14.496389865875244,176.52154216905936
-0.0057791346,0.27100372314453125,21.498872227719474,225.94930824383636,17.907328367233276,233.2899672985077,130000,3.03233003616333,12,122.11036572053847,110.07913518286938,0.02400803565979004,-1.39034255e-05,17.612316608428955,100,14.270366907119751,184.37314655064299
-0.005012647,0.24300026893615723,25.877706481508465,239.81997819827092,18.0771644115448,251.3801302909851,140000,2.9989423751831055,13,109.44044980431794,113.33122782486484,0.026998519897460938,-1.38389905e-05,17.806166887283325,100,14.53119158744812,190.46707414151058
-0.00453662,0.30556726455688477,16.500731224170504,230.01739140211848,18.67139434814453,270.06458592414856,150000,3.1551990509033203,14,154.51222495668173,116.86396027649616,0.029998779296875,-1.3782142e-05,18.333887815475464,100,14.887776136398315,196.23364632012442
-0.0041522468,0.26000022888183594,15.971213027938813,227.92051262877482,18.866191864013672,288.94577836990356,160000,3.1682982444763184,15,132.98672448525986,120.73823462834231,0.021999359130859375,-1.3746925e-05,18.58319330215454,100,15.101303577423096,204.64826416613184
-0.0042082677,0.24399876594543457,11.683221294692157,227.3239837449972,18.241233587265015,307.20001101493835,170000,3.0463438034057617,16,169.56221562624748,121.21226511693743,0.018997907638549805,-1.36708495e-05,17.97823691368103,100,14.638405323028564,205.54904848649429
-0.0030274203,0.25600123405456543,9.407048976017093,233.59400803637328,18.272324800491333,325.4863352775574,180000,3.04339861869812,17,182.8256577533809,123.97263109094183,0.021999120712280273,-1.3601988e-05,17.994324445724487,100,14.613914251327515,211.82001186741974
-0.002745142,0.2600381374359131,8.684386769336939,227.97894678331718,18.593398809432983,344.0937340259552,190000,3.1234607696533203,18,178.06856046566537,124.2581664590818,0.02199840545654297,-1.3503819e-05,18.311362266540527,100,14.905386686325073,212.81602790820142
-0.0031784049,0.24299883842468262,8.172208728934844,230.56737277097105,19.009202480316162,363.1159362792969,200000,3.183769941329956,19,192.50693434234813,124.51318504971752,0.018997907638549805,-1.3408138e-05,18.746203660964966,100,15.251182794570923,213.36076356443095
-0.0028180215,0.24700021743774414,7.480782739994866,229.8806096315388,17.977258920669556,381.108195066452,210000,3.02370285987854,20,185.0867230413607,125.7496935191382,0.017997264862060547,-1.3295439e-05,17.71226143836975,100,14.405733585357666,216.2288233111837
-0.0021337646,0.25406932830810547,7.691434546461968,227.31414679985215,17.888636112213135,399.0098309516907,220000,2.9884440898895264,21,184.81414698076932,125.17276818173117,0.024998903274536133,-1.3213392e-05,17.608569145202637,100,14.353877067565918,215.25045694944183
-0.0044321874,0.24752068519592285,7.423565715141547,231.2095543416273,18.372262716293335,417.3950915336609,230000,3.0669021606445312,22,193.81007427936996,125.61654319004732,0.0189974308013916,-1.3139534e-05,18.104745388031006,100,14.754207134246826,216.1308103007729
-0.0042432616,0.24900150299072266,12.20710192047165,232.33496737169978,18.341320037841797,435.7494115829468,240000,3.083268404006958,23,149.0768462210474,125.68323808274283,0.025995254516601562,-1.30460485e-05,18.06532335281372,100,14.70719575881958,217.01077548090583
-0.0032369436,0.2780003547668457,6.74573525590143,232.466590605961,19.23751950263977,455.0009319782257,250000,3.2815473079681396,24,192.59793191331318,126.60787239774434,0.02599787712097168,-1.3026533e-05,18.932520627975464,100,15.350141048431396,218.79573716896087
-0.0044702757,0.2499988079071045,10.348383749127757,232.5731176787571,18.444319486618042,473.4602494239807,260000,3.0862104892730713,25,138.61983473975403,126.48639347039585,0.02199840545654297,-1.2953807e-05,18.17032027244568,100,14.79307222366333,218.235622911344
-0.004560452,0.25499987602233887,6.369566395732304,234.2211144654639,18.045776844024658,491.5190272331238,270000,3.0541481971740723,26,198.77771975981432,127.48452966283523,0.027998685836791992,-1.2870618e-05,17.762778282165527,100,14.435134172439575,220.58571835736075
-0.002280228,0.2585289478302002,6.501306790849014,236.24851588712303,18.57543110847473,510.1074583530426,280000,3.120739221572876,27,203.61712395675013,127.58543681520553,0.0240023136138916,-1.27957255e-05,18.291902542114258,100,14.857005834579468,220.82334360026044
-0.0036138918,0.24451923370361328,7.67966582620833,248.7242276353219,18.075246334075928,528.1967034339905,290000,3.001283884048462,28,199.604095993721,127.7101139971517,0.01999950408935547,-1.2697081e-05,17.807655811309814,100,14.537632942199707,221.29355715479014
-0.0022313623,0.25600123405456543,7.344290768526557,240.11018969992614,18.360656261444092,546.5713596343994,300000,3.069849729537964,29,203.11477538790078,129.5652118867188,0.024998903274536133,-1.260379e-05,18.078657150268555,100,14.70846152305603,225.78364982178897
-0.005065786,0.2560007572174072,6.896301778769079,240.42765412713666,18.163835525512695,564.7491948604584,310000,3.0466532707214355,30,200.37059068706458,129.20219737167557,0.02599930763244629,-1.2491616e-05,17.881835460662842,100,14.552686214447021,225.14839560583638
-0.0012305332,0.2525150775909424,6.563575640083306,240.32194754497573,18.459115266799927,583.2213099002838,320000,3.0900471210479736,31,210.43414474594988,130.1295199377221,0.017996788024902344,-1.239892e-05,18.18760323524475,100,14.786784410476685,226.69479017478824
-0.003708856,0.2550010681152344,8.069014763473042,243.16699283736884,17.86419415473938,601.0985040664673,330000,2.987506866455078,32,187.6332192189132,130.92467472728265,0.020997285842895508,-1.2265468e-05,17.58719515800476,100,14.314931392669678,228.38279809457498
-0.0019457537,0.30151844024658203,7.878846012121623,243.82931901442527,19.22424054145813,620.3382558822632,340000,3.2788541316986084,33,206.06656957958108,131.20680838469477,0.025999784469604492,-1.2133551e-05,18.896722316741943,100,15.273871660232544,229.48673186160033
-0.0021385846,0.24851179122924805,7.635049560779034,244.0942105218257,18.925200939178467,639.2774555683136,350000,3.192542552947998,34,206.44719417371803,131.5113465393874,0.025005578994750977,-1.2051945e-05,18.649683713912964,100,15.169611930847168,230.8088295444921
-0.003002042,0.2539989948272705,7.447609333602491,247.34258911856347,18.429767370224,657.7202219963074,360000,3.0896129608154297,35,196.28397732341094,132.19875647811924,0.018000364303588867,-1.19698225e-05,18.15776801109314,100,14.77637767791748,232.58655230431722
-0.0032169048,0.2780003547668457,8.686856360601608,247.90401500223294,18.30693221092224,676.0401546955109,370000,3.069136381149292,36,200.27482488499078,132.0189573250388,0.02499842643737793,-1.188086e-05,18.003933429718018,100,14.609028339385986,232.39221350840904
-0.0019437692,0.2555100917816162,7.613950436154002,248.89535438935582,18.504714965820312,694.5588686466217,380000,3.080698251724243,37,211.21543235863743,132.83012346812987,0.026743412017822266,-1.1771704e-05,18.220459938049316,100,14.855201005935669,233.71250636337612
-0.003666069,0.26999855041503906,9.872791007804855,251.42276165775843,18.352717638015747,712.9245882034302,390000,3.064312696456909,38,177.24152547768608,132.37502129913696,0.026000261306762695,-1.1661627e-05,18.055718183517456,100,14.648037433624268,233.42850346142544
-0.0024891184,0.26400113105773926,7.7472955114006306,251.2753447505537,18.114099979400635,731.0516881942749,400000,3.0732004642486572,39,199.49315085959537,133.54857320565205,0.02499675750732422,-1.1579723e-05,17.82310175895691,100,14.487621784210205,235.78034384748153
-0.0030988727,0.2539989948272705,6.27930897552012,250.97159371652924,18.03775954246521,749.1034467220306,410000,2.984476089477539,40,216.69931415990658,134.44610336548874,0.020998477935791016,-1.1487741e-05,17.76276206970215,100,14.488826036453247,237.81163156113328
-0.002521992,0.25099945068359375,7.882311345453666,249.6511966721158,17.74662494659424,766.8630721569061,420000,2.9435653686523438,41,208.9791439800661,134.16696465600518,0.01799917221069336,-1.1351351e-05,17.47762632369995,100,14.25387167930603,237.04734690348087
-0.0017218832,0.24851226806640625,7.451706975143643,254.93272363243457,17.639426469802856,784.515496969223,430000,2.917771100997925,42,213.1178445291816,135.12840913653366,0.021996021270751953,-1.1240671e-05,17.365917205810547,100,14.181100606918335,239.81573940246585
-0.002247262,0.2455129623413086,6.151073015706629,253.29095816517477,17.811986923217773,802.3404836654663,440000,2.931332588195801,43,215.6996373430897,135.55035040849532,0.023000240325927734,-1.1116633e-05,17.542474031448364,100,14.340038537979126,241.19767344478035
0.00048763267,0.2440013885498047,8.404654938341551,253.7741837512837,17.774139165878296,820.1276216506958,450000,2.9745562076568604,44,208.20733095297447,135.46244221693576,0.02699899673461914,-1.1004072e-05,17.500139474868774,100,14.245914697647095,241.06536647571895
-0.0039287554,0.25299835205078125,6.4245085839745615,254.8621033112644,17.879798650741577,838.0204193592072,460000,3.020756959915161,45,218.70899068964923,136.42742829315657,0.01801586151123047,-1.0887219e-05,17.607784748077393,100,14.319056987762451,243.46617770124936
-0.0051952936,0.25100159645080566,5.540301446935949,258.4370243269983,17.861668348312378,855.8960874080658,470000,2.990987539291382,46,233.58473273180564,137.99062107569318,0.020998477935791016,-1.07668575e-05,17.58966827392578,100,14.322474718093872,247.4484185392508
0.0007092041,0.24207401275634766,6.5039368915295945,263.0321236910256,17.73232674598694,873.6424136161804,480000,3.0257465839385986,47,220.2041532336534,137.71917672817096,0.025008678436279297,-1.0647001e-05,17.463245630264282,100,14.173537254333496,247.32051106190792
0.01115322,0.2690005302429199,6.561032944602865,259.2438534633317,17.99011993408203,891.6454606056213,490000,2.9999008178710938,48,228.26088815928406,138.36868135484437,0.02199864387512207,-1.0510218e-05,17.69912075996399,100,14.42306661605835,248.6293814500815
0.011377994,0.32200098037719727,7.710444274352199,266.31331736106546,18.320866584777832,909.9803266525269,500000,3.0715699195861816,49,220.9541511065464,139.164701128935,0.019997119903564453,-1.0398491e-05,17.97786784172058,100,14.572391748428345,250.3029136874562
0.0012405872,0.25003743171691895,6.503743512791116,265.4700647292686,19.182100534439087,929.1754250526428,510000,3.1704089641571045,50,230.73035843272586,140.32972177152612,0.018996477127075195,-1.0327994e-05,18.913066625595093,100,15.450340747833252,252.94953871409237
-0.00043619165,0.25100016593933105,6.694339590280416,270.11597637991065,18.821643114089966,948.0110669136047,520000,3.125340223312378,51,226.22910546271325,141.01428945570078,0.017999887466430664,-1.0228412e-05,18.552643060684204,100,15.117014169692993,254.86001154223877
-0.00258994,0.2885162830352783,5.698405461253023,268.42870253337077,18.564863204956055,966.5889298915863,530000,3.024789333343506,52,236.40694593842068,141.42896488255855,0.022998809814453125,-1.0163202e-05,18.253348112106323,100,14.938912391662598,255.2246505435425
-0.004078377,0.25490260124206543,6.865096091758084,272.4575498480361,18.984391689300537,985.5873181819916,540000,3.1549999713897705,53,230.138854861221,141.76915177847525,0.024098634719848633,-1.0072569e-05,18.704392671585083,100,15.23578405380249,255.8739337675114
-0.0022834847,0.24982786178588867,7.301754256059666,273.4205864990417,18.67541003227234,1004.2757270336151,550000,3.1403307914733887,54,231.5225449876872,141.82102671619842,0.026000022888183594,-9.96857e-06,18.399582147598267,100,14.97069239616394,255.97033928869547
0.0033580111,0.2645540237426758,5.922592510526708,271.041295080426,18.882462978363037,1023.1711883544922,560000,3.146514654159546,55,228.83437240119727,143.47839274519802,0.028996706008911133,-9.871258e-06,18.58891224861145,100,15.163615703582764,260.02731229479724
0.008616134,0.2550945281982422,5.492356796818985,274.8947433565266,18.358608961105347,1041.5427968502045,570000,3.0764424800872803,56,245.59172680813415,144.98906294158192,0.02399897575378418,-9.785343e-06,18.07951545715332,100,14.718457221984863,263.30416698880026
0.0024226517,0.2585294246673584,6.0295241441838,272.542902911327,18.099186658859253,1059.6558890342712,580000,3.0482065677642822,57,231.61935978988078,144.2436099251731,0.019996166229248047,-9.699392e-06,17.820661067962646,100,14.472561359405518,261.62259699865723
0.0008832484,0.25053930282592773,7.089926008818291,275.04444364581286,18.49970769882202,1078.169596195221,590000,3.0741686820983887,58,240.56635045179914,144.76047994235768,0.018000125885009766,-9.6175745e-06,18.231168270111084,100,14.85692024230957,262.70824380211417
-0.0038722714,0.27309083938598633,6.909545984494786,272.73809724073476,19.579299926757812,1097.7628960609436,600000,3.3021719455718994,59,232.1961620760484,144.3333809575509,0.029999494552612305,-9.543357e-06,19.274208068847656,100,15.637884616851807,262.1202359225984
-0.0037110164,0.2825279235839844,4.6336801893891755,273.713847289231,20.93065357208252,1118.7089757919312,610000,3.7275893688201904,60,253.8549539650674,145.74946197864583,0.026996612548828125,-9.440224e-06,20.621129035949707,100,16.485965490341187,265.11434907511904
-0.0012153808,0.26999878883361816,5.680001979668836,277.4935236624246,19.900365114212036,1138.6243393421173,620000,3.428941488265991,61,246.42490101235924,146.36655945426156,0.026001691818237305,-9.33354e-06,19.60436463356018,100,15.850146055221558,266.1179669052192
0.001447323,0.27803516387939453,6.445685293686328,276.9426633588191,19.444624423980713,1158.0859625339508,630000,3.269855499267578,62,226.74087000120298,146.66656438386383,0.025000333786010742,-9.238478e-06,19.14058804512024,100,15.566819429397583,266.525659510678
0.0048481333,0.26189279556274414,8.358899364679667,278.5028055784285,19.172022581100464,1177.2740993499756,640000,3.3497509956359863,63,235.74152413527784,146.7034333494307,0.028105735778808594,-9.114532e-06,18.881139516830444,100,15.200051307678223,266.65150650966353
0.007347475,0.2690005302429199,4.534152179095332,278.8569487999531,18.983461380004883,1196.2705607414246,650000,3.233884334564209,64,254.97477172578579,148.05172993670715,0.023999929428100586,-9.009361e-06,18.688461303710938,100,15.16463327407837,269.5346406320386
0.012563722,0.2525172233581543,5.884066400594404,279.7188099321542,18.904791355133057,1215.191351890564,660000,3.2589566707611084,65,243.9211964320743,148.53333355580102,0.025007009506225586,-8.909642e-06,18.626267433166504,100,15.070832967758179,270.1556791511282
-0.00332454,0.2550020217895508,6.301626323344739,279.6340452541204,18.984062671661377,1234.1894159317017,670000,3.2486400604248047,66,228.7088353783118,147.3103544721228,0.02799701690673828,-8.833176e-06,18.701063632965088,100,15.142358303070068,267.7852596284851
-0.00051816576,0.33500099182128906,9.933953213001658,277.87600424308073,19.904158115386963,1254.107573747635,680000,3.467742681503296,67,217.43708954471873,146.0374166831013,0.03399991989135742,-8.759562e-06,19.53415560722351,100,15.744218587875366,265.29354807472066
-0.001757976,0.2650027275085449,16.779705105776223,278.62797259319507,20.122199296951294,1274.2557730674744,690000,3.4647324085235596,68,111.34356069780615,147.70725864103767,0.031998634338378906,-8.68398e-06,19.823203802108765,100,16.034200429916382,268.1246142856312
-0.0024920339,0.26199841499328613,5.152542165361595,277.1420406117162,19.12272834777832,1293.3925042152405,700000,3.2609810829162598,69,253.54284879560106,148.4109993452418,0.026000261306762695,-8.607718e-06,18.83372974395752,100,15.249571323394775,269.9380150929853
0.0017190115,0.2810041904449463,4.897669771489129,280.3569671982086,19.012845754623413,1312.4193494319916,710000,3.273230791091919,70,251.8832909770455,149.20290610633492,0.025997400283813477,-8.518e-06,18.705844163894653,100,15.119557857513428,271.5231640858177
0.00041647433,0.2590007781982422,4.3237685513355455,277.3664103777833,19.08254361152649,1331.5188918113708,720000,3.236363649368286,71,256.231380517434,148.60295472694708,0.02399730682373047,-8.443699e-06,18.799545526504517,100,15.20522952079773,270.40016709193753
0.008338658,0.2595205307006836,9.214199278738773,280.5395161069527,18.94504737854004,1350.4770157337189,730000,3.2881569862365723,72,205.3631158611887,148.92424441235957,0.02499842643737793,-8.365468e-06,18.660528421401978,100,15.085119485855103,270.7134368481673
0.0058026244,0.2650003433227539,5.327119856036719,283.6514313645687,18.540693044662476,1369.0317103862762,740000,3.1403253078460693,73,251.45436617052218,150.36779186673164,0.026999235153198242,-8.292577e-06,18.248693466186523,100,14.780601978302002,273.9084709019242
-0.0023206205,0.3320455551147461,6.054232356295865,283.91981506968614,19.4691059589386,1388.5148167610168,750000,3.322835683822632,74,240.88102331325783,150.50555121733203,0.05000042915344238,-8.213638e-06,19.07805895805359,100,15.442896604537964,274.0180585095252
-0.0029343525,0.2665138244628906,7.952657352567063,283.6663280286281,19.81634545326233,1408.3481614589691,760000,3.3956634998321533,75,222.7641037969049,150.68042295076648,0.02700066566467285,-8.149477e-06,19.522830963134766,100,15.791389465332031,274.4306115230459
0.0012249036,0.27500057220458984,5.008016642225322,283.86161446721223,18.953689098358154,1427.314849615097,770000,3.20558500289917,76,261.4252302184199,150.85547158760852,0.022997140884399414,-8.094412e-06,18.654691457748413,100,15.14431357383728,275.07064143310913
-0.00082495116,0.31499552726745605,4.191733144821592,282.05541282656077,19.995319604873657,1447.3231682777405,780000,3.4298126697540283,77,261.2412354091406,150.91869114413896,0.029003620147705078,-8.046217e-06,19.649317979812622,100,15.889532327651978,275.3518813895389
0.005539379,0.2669997215270996,3.9932785286512815,282.73163165666034,20.289860725402832,1467.6280255317688,790000,3.341546058654785,78,261.3420516476584,151.4513267995619,0.026998281478881836,-7.960536e-06,19.99586272239685,100,16.339126110076904,276.1933806988749
0.006185486,0.26409196853637695,4.22849788931898,282.03779092886015,18.881428718566895,1486.522453069687,800000,3.170196294784546,79,259.43303666895434,150.46396161588385,0.01999807357788086,-7.881043e-06,18.596339225769043,100,15.13480281829834,274.54050741200047
0.022275664,0.2545149326324463,4.820299574252388,283.4541590885577,18.389107704162598,1504.924468755722,810000,3.1031768321990967,80,253.51506099468872,150.86257603179385,0.023007631301879883,-7.797852e-06,18.10943102836609,100,14.726907968521118,274.79830410607315
-0.002590534,0.2550013065338135,5.546563559215619,286.2068255129756,18.696474075317383,1523.6339423656464,820000,3.1477861404418945,81,252.46721954982164,151.12552659520776,0.018999338150024414,-7.74609e-06,18.422473430633545,100,14.98932409286499,274.9782341737153
0.021547459,0.26651978492736816,6.568979228207062,283.12315786037135,18.900068283081055,1542.5480103492737,830000,3.0927844047546387,82,242.2256256933835,150.7470491280828,0.025997161865234375,-7.642144e-06,18.607551336288452,100,15.1937415599823,274.2214292866743
-0.0026890712,0.27500295639038086,5.112391760618318,284.76408639515404,18.721794366836548,1561.2828044891357,840000,3.112826347351074,83,252.06666566382978,151.7144251216307,0.02199721336364746,-7.5772814e-06,18.42479419708252,100,15.026261806488037,276.7376092877782
-0.0032527903,0.2800424098968506,4.837576207359165,285.49439436045327,18.401276111602783,1579.7010786533356,850000,3.057009220123291,84,260.8230800601507,151.8690345394866,0.025996923446655273,-7.4673217e-06,18.095236778259277,100,14.761552572250366,276.9574531843692
-0.0011697847,0.28200244903564453,4.01223970420149,284.2771947154481,18.796958208084106,1598.5110366344452,860000,3.1890368461608887,85,261.03170431985035,151.72064784978082,0.02799820899963379,-7.367295e-06,18.485960245132446,100,14.984356164932251,276.5761497504384
-0.0013931785,0.26100683212280273,4.473628550349846,282.58733054131415,18.902010440826416,1617.4260454177856,870000,3.1949331760406494,86,260.7154936609796,151.7576092456793,0.025996923446655273,-7.2679813e-06,18.613003969192505,100,15.130301237106323,276.40153372380115
-0.0016953078,0.298999547958374,4.493565588149552,285.09254134130214,18.411934852600098,1635.8579761981964,880000,3.0658349990844727,87,261.7437565600852,151.98504915197285,0.022001028060913086,-7.176818e-06,18.08993434906006,100,14.753613471984863,276.68497150668725
-0.0037450714,0.2559998035430908,3.63047496397463,283.70252744073525,18.843138694763184,1654.7141132354736,890000,3.1997005939483643,88,266.1049362923646,152.53629839584661,0.018997907638549805,-7.090697e-06,18.567058086395264,100,15.084253549575806,278.129988965929
0.0007963122,0.24799871444702148,5.1155941655455095,286.0080457940388,18.690407276153564,1673.4185202121735,900000,3.121117115020752,89,257.4127549442913,152.42331213728718,0.024999380111694336,-6.9640337e-06,18.416406869888306,100,14.992498874664307,277.96706581741654
-0.0024147283,0.2824251651763916,3.6125000803807454,285.2338290280864,18.501527309417725,1691.9341206550598,910000,3.1075761318206787,90,264.89317053345667,152.87222866834455,0.026085376739501953,-6.837232e-06,18.192004203796387,100,14.791755437850952,278.90243148686096
-0.0009388881,0.2759988307952881,3.7357730391717103,286.17334589660993,18.792033433914185,1710.7391529083252,920000,3.2268178462982178,91,267.66767561245854,152.85777623106787,0.02399921417236328,-6.726454e-06,18.492035388946533,100,14.997079133987427,279.0725205647984
-0.0021853107,0.24501585960388184,4.233881764030706,284.94668709689074,17.738765001296997,1728.4909179210663,930000,2.903386116027832,92,264.3451875306513,153.0628193628525,0.022998332977294922,-6.631014e-06,17.46975040435791,100,14.30116605758667,279.26927319686786
0.00062610034,0.2570018768310547,4.5521621533954155,289.99665020959475,17.831140518188477,1746.3350567817688,940000,2.9729082584381104,93,267.04334430461444,153.07486871083,0.026996374130249023,-6.520474e-06,17.547142267227173,100,14.249440670013428,279.3046960011375
-0.0044690887,0.2500016689300537,6.328272340177965,287.924858817492,17.800851583480835,1764.1489067077637,950000,2.94720721244812,94,248.2546351994362,152.57053406193944,0.022996187210083008,-6.4039064e-06,17.526854038238525,100,14.295392990112305,278.7462934038395
-0.000411462,0.26000213623046875,4.607559298740952,287.38001862635355,17.59192132949829,1781.7539076805115,960000,2.9318840503692627,95,264.0065626906321,152.7973061448494,0.025000572204589844,-6.3018792e-06,17.305997371673584,100,14.098475456237793,279.1162724386347
-0.0019412597,0.28600049018859863,3.83500187293393,288.06040377109224,17.873188972473145,1799.6410965919495,970000,2.959707260131836,96,264.5662871171193,153.36082226084267,0.04600191116333008,-6.1977216e-06,17.541186571121216,100,14.321349143981934,280.0657428817295
-0.0014854367,0.343519926071167,3.5349257957070557,287.37340484259,17.805779933929443,1817.4608762264252,980000,2.886111259460449,97,269.9498227941767,153.1863113833008,0.025999069213867188,-6.0973402e-06,17.43626093864441,100,14.290531396865845,279.63503620286286
0.0034598878,0.33100271224975586,3.8250608258092877,286.18016406819413,17.795588493347168,1835.2774641513824,990000,2.9557278156280518,98,268.7269245240805,152.9372109207658,0.017998456954956055,-6.011562e-06,17.44458818435669,100,14.221787452697754,279.4731704179917
